Country Name;Country Code;Indicator Name;Indicator Code;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Dinamarca;DNK;Área selvática (% del área de tierra);AG.LND.FRST.ZS;13.286;13.3864;13.4868;13.5872;13.6876;13.788;13.8884;13.9888;14.0892;14.1896;14.29;14.327225;14.36445;14.401675;14.4389;14.476125;14.51335;14.550575;14.5878;14.625025;14.66225;14.8532;15.04415;15.2351;15.42605;15.617;15.6165;15.64;15.664;15.6875;15.711;15.7345;15.758
República Dominicana;DOM;Área selvática (% del área de tierra);AG.LND.FRST.ZS;33.01366177;33.79523908;34.57681639;35.35839371;36.13997102;36.92154833;37.70312565;38.48470296;39.26628027;40.04785759;40.8294349;41.03777686;41.24611882;41.45446077;41.66280273;41.87114469;42.07948665;42.28782861;42.49617057;42.70451252;42.91285448;43.03924653;43.16563858;43.29203064;43.41842269;43.54481474;43.71227489;43.87973504;44.0471952;44.31738067;44.48522989;44.65307911;44.82092833
Argelia;DZA;Área selvática (% del área de tierra);AG.LND.FRST.ZS;0.69990847;0.696213693;0.692518915;0.688824137;0.685129359;0.681434581;0.677739804;0.674045026;0.670350248;0.66665547;0.662960693;0.677193984;0.691427276;0.705660567;0.719893859;0.734127151;0.748360442;0.762593734;0.776827026;0.791060317;0.805293609;0.808484553;0.811675498;0.814866442;0.818057387;0.821247986;0.821247986;0.815789794;0.810331602;0.81411035;0.81830896;0.822227648;0.826332964
Asia oriental y el Pacífico (excluido altos ingresos);EAP;Área selvática (% del área de tierra);AG.LND.FRST.ZS;29.11828369;29.10634238;29.09142702;29.07651167;29.06159632;29.0466992;29.03180207;29.0168867;29.00197132;28.98705595;28.87872171;28.9976224;29.11755254;29.2241217;29.34368494;29.45759694;29.57077442;29.68998057;29.80878378;29.92771711;30.04597622;30.0809965;30.11591612;30.15187592;30.18617231;30.221127;30.34892315;30.34983804;30.39784552;30.44581973;30.4933829;30.51266184;30.5605969
inicial del dividendo demográfico;EAR;Área selvática (% del área de tierra);AG.LND.FRST.ZS;26.34475057;26.22177337;25.47987836;25.17005999;25.05755155;24.93978555;24.82201956;24.70425356;24.60763292;24.48976564;24.31545874;24.25045655;24.18541481;24.12052858;23.96396615;23.89920838;23.83428166;23.76932883;23.70473395;23.63956455;23.57485493;23.48326488;23.39174135;23.3001835;23.20955566;23.11458312;23.06864582;22.97916922;22.91149503;22.84545101;22.78045029;22.70445365;22.65338853
Asia oriental y el Pacífico;EAS;Área selvática (% del área de tierra);AG.LND.FRST.ZS;26.26820475;26.2553026;26.23839963;26.22149666;26.20459368;26.18770146;26.17091667;26.15401361;26.13711056;26.1202075;26.04842556;26.1165805;26.18558115;26.24676276;26.31559133;26.38109765;26.44617646;26.51478204;26.58311459;26.65152813;26.71946991;26.77084376;26.82201623;26.87380046;26.92473628;26.97604616;27.0866795;27.08605906;27.11670726;27.14801101;27.17984738;27.19473679;27.22664712
Europa y Asia central (excluido altos ingresos);ECA;Área selvática (% del área de tierra);AG.LND.FRST.ZS;;;9.798032423;9.824567629;9.851217992;9.877861777;9.904495476;9.931120738;9.958007198;9.985291381;9.993872;10.02555241;10.05715029;10.0887518;10.12033949;10.1518276;10.57790029;10.6168168;10.65559225;10.69439156;10.73321688;10.7767347;10.82013816;10.86348846;10.90896958;10.94343206;10.9750677;11.01316527;11.05737341;11.10184421;11.15243305;11.19673555;11.24125011
Europa y Asia central;ECS;Área selvática (% del área de tierra);AG.LND.FRST.ZS;;;37.73509896;37.76493479;37.80354474;37.83961953;37.87200945;37.80763832;37.83607466;37.85848793;37.86624292;37.91461999;37.96190823;38.00751687;38.05385307;38.10027712;38.13465094;38.18267639;38.23251265;38.27908184;38.32516224;38.3463558;38.36712048;38.38627792;38.40780031;38.42276763;38.44435259;38.46897809;38.48477883;38.50169316;38.52433005;38.54099949;38.5583486
Ecuador;ECU;Área selvática (% del área de tierra);AG.LND.FRST.ZS;52.85439243;52.52867721;52.202962;51.87724679;51.55153157;51.22581636;50.90010114;50.57438593;56.01079884;55.64773313;55.28466742;55.00188839;54.71910936;54.43633033;54.1535513;53.87077227;53.58799324;53.30521421;53.02243517;52.73965614;52.45687711;52.28856499;52.12025286;51.95194073;51.7836286;51.61531648;51.3565389;51.09776131;50.83898373;50.58020615;50.32142857;50.06265099;49.80387341
Egipto; República Árabe de;EGY;Área selvática (% del área de tierra);;0.044010247;0.045557286;0.047104325;0.048651364;0.050198403;0.051745442;0.053292481;0.05483952;0.056386559;0.057933598;0.059480637;0.060126576;0.060772515;0.061418454;0.062064393;0.062710332;0.063356271;0.06400221;0.064648149;0.065294088;0.065940027;0.062480285;0.059020543;0.055560802;0.05210106;0.048641318;0.045185594;0.045185594;0.045185594;0.045185594;0.045185594;0.045185594
Zona del Euro;EMU;Área selvática (% del área de tierra);AG.LND.FRST.ZS;33.42262546;33.66680397;34.72542165;35.03869382;35.26609657;35.49350103;35.71998158;35.94778269;36.1763941;36.40421377;36.4511724;36.60317483;36.74166429;36.88007815;37.03010897;37.1769191;37.33043214;37.47455811;37.6269166;37.77300095;37.89979984;37.98250556;38.05862674;38.11953192;38.20008802;38.28864432;38.34243299;38.4214377;38.47559401;38.52993375;38.58648735;38.64076127;38.69835321
Eritrea;ERI;Área selvática (% del área de tierra);AG.LND.FRST.ZS;;;;11.29287129;11.26158416;11.23029703;11.1990099;11.16772277;11.13643564;11.10514851;11.07386139;11.04257426;11.01128713;10.98;9.140320769;9.11098558;9.086474152;9.058220229;9.030254666;9.003251617;8.977483792;8.949616385;8.924026107;8.900342223;8.875197116;8.845245978;8.819973667;8.79432689;8.767757211;8.741453809;8.71821524;8.692108346;8.666001453
España;ESP;Área selvática (% del área de tierra);AG.LND.FRST.ZS;27.84050136;28.47907056;29.11763976;29.75620895;30.39477815;31.03334735;31.67191655;32.31048574;32.94905494;33.58762414;34.25637275;34.58050028;34.83530779;35.11418641;35.40705557;35.70425174;36.00299812;36.28442027;36.59795108;36.89928809;37.0899382;37.10192046;37.07977849;37.08211351;37.08444853;37.12753247;37.14286858;37.15223392;37.15664678;37.16772156;37.17730549;37.17275211;37.18279228
Estonia;EST;Área selvática (% del área de tierra);AG.LND.FRST.ZS;;;52.19386648;52.27169144;52.3495164;52.42734135;52.50516631;52.58299127;52.66081623;52.73864119;52.81646615;53.04560038;53.27473461;53.50386884;53.73300307;53.9621373;54.19127153;54.42040576;54.64953999;54.87867422;55.10780845;55.50879925;55.90979004;54.91175523;55.30278353;55.69381182;55.69933287;57.03859649;57.03859649;57.03859649;57.03859649;57.03859649;57.0652937
Etiopía;ETH;Área selvática (% del área de tierra);AG.LND.FRST.ZS;;;;19.0395;18.9665;18.8935;18.8205;18.7475;18.6745;18.6015;18.5285;18.4555;18.3825;18.3095;16.15855363;16.09383592;16.02896369;15.96402793;15.90023395;15.83526539;15.77082877;15.70608815;15.6413078;15.57676288;15.51254397;15.44784347;15.38289774;15.31829082;15.25348997;15.188678;15.12398772;15.05930418;14.99462063
Unión Europea;EUU;Área selvática (% del área de tierra);AG.LND.FRST.ZS;36.04777749;36.22343628;36.80553033;36.95220716;37.11877883;37.28600587;37.45210117;37.61989784;37.78722531;37.95446034;37.98595293;38.11149645;38.24339119;38.35930326;38.48233406;38.60567079;38.7326135;38.85366273;38.97968109;39.09116181;39.1990406;39.28224022;39.36304069;39.43158977;39.50644573;39.5948493;39.64416516;39.70506315;39.7488789;39.79361474;39.83878152;39.88287959;39.9291602
Frágiles y situaciones de conflicto afectados;FCS;Área selvática (% del área de tierra);AG.LND.FRST.ZS;29.93407421;29.80015343;29.19268046;28.39850789;28.27165258;28.14479727;28.01794196;27.89108665;27.76423134;27.63737603;27.51052072;27.39646949;27.28243358;27.16867213;26.83099012;26.71784286;26.60452272;26.49130105;26.3785718;26.26989082;26.15686691;26.02241028;24.03885262;23.91273978;23.7863581;23.65982442;23.52866784;23.40251845;23.27930485;23.15377201;23.03147855;22.90700286;22.7884219
Finlandia;FIN;Área selvática (% del área de tierra);AG.LND.FRST.ZS;71.81893693;72.00617551;72.1934141;72.38065268;72.56789126;72.75512985;72.94236843;73.12960701;73.3168456;73.50408418;73.69132276;73.62446568;73.55760859;73.4907515;73.42389442;73.35703733;73.40585972;73.34372061;73.32256663;73.25555775;73.18854886;73.30086544;73.41077364;73.52068183;73.63059002;73.73564542;73.73564542;73.73321927;73.73321927;73.73079327;73.72836744;73.72649966;73.72649966
Fiji;FJI;Área selvática (% del área de tierra);AG.LND.FRST.ZS;51.43349754;51.79901478;52.16453202;52.53004926;52.8955665;53.26108374;53.62660099;53.99211823;54.35763547;54.72315271;55.08866995;55.45413246;55.81959496;56.18505747;56.55051998;56.91598248;57.28144499;57.6469075;58.01237001;58.37783251;58.74329502;59.10870279;59.47411056;59.83951834;60.20492611;60.57033388;60.93596059;61.3015873;61.66721401;62.03284072;62.39846743;62.76409414;63.12972085
Francia;FRA;Área selvática (% del área de tierra);AG.LND.FRST.ZS;26.36394517;26.51954285;26.67514053;26.83073821;26.98633589;27.14193358;27.29753126;27.45312894;27.60872662;27.7643243;27.91987099;28.12642106;28.33297112;28.52389357;28.74607126;28.95315008;29.15970392;29.36625776;29.5728116;29.77936544;29.98591927;30.13823218;30.29054509;30.442858;30.59517091;30.74748382;30.89979673;31.05210964;31.20442255;31.35673546;31.50904837;31.66136128;31.81367419
Islas Feroe;FRO;Área selvática (% del área de tierra);AG.LND.FRST.ZS;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.05730659;0.058565154;0.058394161;0.058394161
Micronesia (Estados Federados de);FSM;Área selvática (% del área de tierra);AG.LND.FRST.ZS;;90.86857143;90.90857143;90.94857143;90.98857143;91.02857143;91.06857143;91.10857143;91.14857143;91.18857143;91.22857143;91.26714286;91.30571429;91.34428571;91.38285714;91.42142857;91.46;91.49857143;91.53714286;91.57571429;91.61428571;91.65428571;91.69428571;91.73428571;91.77428571;91.81428571;91.85714286;91.9;91.94285714;91.98571429;92.02857143;92.07142857;92.11428571
Gabón;GAB;Área selvática (% del área de tierra);AG.LND.FRST.ZS;92.21725463;92.19334032;92.16942601;92.1455117;92.12159739;92.09768308;92.07376877;92.04985447;92.02594016;92.00202585;91.97811154;91.9584779;91.93884426;91.91921062;91.89957698;91.87994334;91.8603097;91.84067606;91.82104242;91.80140878;91.78177514;91.73566189;91.68954865;91.6434354;91.59732216;91.55120891;91.50510343;91.45899794;91.41289246;91.36678698;91.32068149;91.27457601;91.22847052
Reino Unido;GBR;Área selvática (% del área de tierra);AG.LND.FRST.ZS;11.48266027;11.55540859;11.6281569;11.70090522;11.77365354;11.84640185;11.91915017;11.99189848;12.0646468;12.13739511;12.21014343;12.25354441;12.2969454;12.34034638;12.38374736;12.42714835;12.47054933;12.51395032;12.5573513;12.60075228;12.64415327;12.72351507;12.80287687;12.88223866;12.96160046;13.04096226;13.05749597;13.07816311;13.11536395;13.15256479;13.18563221;13.22145538;13.25548712
Georgia;GEO;Área selvática (% del área de tierra);AG.LND.FRST.ZS;;;39.63102605;39.64297021;39.65491438;39.66685854;39.67880271;39.69074687;39.70269103;39.7146352;39.72657936;39.81551302;39.90444668;39.99338034;40.082314;40.17124766;40.26018132;40.34911498;40.43804864;40.5269823;40.61591596;40.61591596;40.61591596;40.61591596;40.61591596;40.61591596;40.61591596;40.61591596;40.61591596;40.61591596;40.61591596;40.61591596;40.61591596
Ghana;GHA;Área selvática (% del área de tierra);AG.LND.FRST.ZS;43.61545223;43.14272216;42.66999209;42.19726202;41.72453195;41.25180188;40.77907181;40.30634174;39.83361167;39.3608816;38.88815153;38.49012042;38.0920893;37.69405819;37.29602707;36.89799596;36.49996484;36.10193373;35.70390261;35.3058715;34.90784038;34.85291377;34.79798717;34.74306056;34.68813395;34.63320735;34.81691131;35.00061528;35.03234596;35.06515538;35.09739375;35.12867716;35.1604431
Gibraltar;GIB;Área selvática (% del área de tierra);AG.LND.FRST.ZS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guinea;GIN;Área selvática (% del área de tierra);AG.LND.FRST.ZS;29.61093928;29.46972163;29.32850399;29.18728634;29.0460687;28.90485105;28.7636334;28.62241576;28.48119811;28.33998047;28.19876282;28.0522546;27.90574638;27.75923816;27.61272994;27.46622172;27.3197135;27.17320527;27.02669705;26.88018883;26.73368061;26.58717239;26.44066417;26.29415595;26.14764773;26.00113951;25.8383526;25.67556568;25.51277877;25.34999186;25.18720495;25.02441804;24.86163112
Gambia;GMB;Área selvática (% del área de tierra);AG.LND.FRST.ZS;40.9743083;40.40780632;39.84130435;39.27480237;38.7083004;38.14179842;37.57529644;37.00879447;36.44229249;35.87579051;35.30928854;34.74278656;34.17628458;33.60978261;33.04328063;32.47677866;31.91027668;31.3437747;30.77727273;30.21077075;29.64426877;29.07786561;28.51146245;27.94505929;27.37865613;26.81225296;26.24505929;25.67885375;25.11264822;24.54545455;23.97924901;23.41238142;22.8459585
Guinea-Bissau;GNB;Área selvática (% del área de tierra);AG.LND.FRST.ZS;79.42140825;79.12108819;78.82076814;78.52044808;78.22012802;77.91980797;77.61948791;77.31916785;77.0188478;76.71852774;76.41820768;76.11788762;75.81756757;75.51724751;75.21692745;74.9166074;74.61628734;74.31596728;74.01564723;73.71532717;73.41500711;73.11472262;72.81443812;72.51415363;72.21386913;71.91358464;71.61344239;71.31330014;71.01315789;70.71301565;70.4128734;70.11273115;69.8125889
Guinea Ecuatorial;GNQ;Área selvática (% del área de tierra);AG.LND.FRST.ZS;96.22638146;95.9284492;95.63051693;95.33258467;95.03465241;94.73672014;94.43878788;94.14085561;93.84292335;93.54499109;93.24705882;92.94912656;92.6511943;92.35326203;92.05532977;91.7573975;91.45946524;91.16153298;90.86360071;90.56566845;90.26773619;89.96976827;89.67180036;89.37383244;89.07586453;88.77789661;88.4798574;88.18181818;87.88377897;87.58573975;87.28770053;86.98966132;86.6916221
Grecia;GRC;Área selvática (% del área de tierra);AG.LND.FRST.ZS;25.59;25.82404112;26.05808146;26.29212258;26.52616292;26.76020403;26.99424515;27.22828549;27.46232661;27.69636695;27.93040807;28.16436695;28.39832661;28.63228549;28.86624515;29.10020403;29.33416292;29.56812258;29.80208146;30.03604112;30.27;30.27;30.27;30.27;30.27;30.27;30.26997673;30.26997673;30.26997673;30.26997673;30.26997673;30.26997673;30.26997673
Granada;GRD;Área selvática (% del área de tierra);AG.LND.FRST.ZS;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353;52.05882353
Groenlandia;GRL;Área selvática (% del área de tierra);AG.LND.FRST.ZS;0.00064384;0.00064384;0.00064384;0.00064384;0.00064384;0.00064384;0.00064384;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997;0.000535997
Guatemala;GTM;Área selvática (% del área de tierra);AG.LND.FRST.ZS;44.61739455;44.08361329;43.54983203;43.01605077;42.4822695;41.94848824;41.41470698;40.88092572;40.34714446;39.8133632;39.27958193;38.82549459;38.37140724;37.9173199;37.46323255;37.0091452;36.55505786;36.10097051;35.64688317;35.19279582;34.73870847;34.48338932;34.22807018;33.97275103;33.71743188;33.46211273;33.35386338;33.24561404;33.13736469;33.02911534;32.92086599;32.81261665;32.7043673
Guam;GUM;Área selvática (% del área de tierra);AG.LND.FRST.ZS;44.44444444;44.44444444;44.44444444;44.44444444;44.44444444;44.44444444;44.44444444;44.44444444;44.44444444;44.44444444;44.44444444;44.44444444;44.44444444;44.44444444;44.44444444;44.44444444;44.44444444;44.44444444;44.44444444;44.44444444;44.44444444;44.81481481;45.18518519;45.55555556;45.92592593;46.2962963;51.85185185;51.85185185;51.85185185;51.85185185;51.85185185;51.85185185;51.85185185
Guyana;GUY;Área selvática (% del área de tierra);AG.LND.FRST.ZS;94.499111;94.47984252;94.46057404;94.44130556;94.42203708;94.40276861;94.38350013;94.36423165;94.34496317;94.32569469;94.30642621;94.28386589;94.26130556;94.23874524;94.21618491;94.19362459;94.17106426;94.14850394;94.12594361;94.10338329;94.08082296;94.02143764;93.96205232;93.90266701;93.84328169;93.78389637;93.73716027;93.69037338;93.64363729;93.59685039;93.5501143;93.50334417;93.4565969
Ingreso alto;HIC;Área selvática (% del área de tierra);AG.LND.FRST.ZS;28.94553796;28.96545785;35.51154229;35.529497;35.54658707;35.56242373;35.57651139;35.54271153;35.55469614;35.563546;35.57156871;35.6001555;35.62839002;35.65580834;35.68359186;35.71145242;35.74219523;35.76999552;35.80872866;35.83584721;35.86266348;35.89012268;35.91765711;35.94442102;35.97186781;35.99995126;36.02007044;36.02403401;36.02870006;36.03415642;36.04058812;36.16946124;36.18790677
Hong Kong; Región Administrativa Especial;HKG;Área selvática (% del área de tierra);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Honduras;HND;Área selvática (% del área de tierra);AG.LND.FRST.ZS;62.45222987;62.26498347;62.07773706;61.89049066;61.70324426;61.51599786;61.32875145;61.14150505;60.95425865;60.76701224;60.57976584;60.3985164;60.21726696;60.03601752;59.85476808;59.67351863;59.49226919;59.31101975;59.12977031;58.94852087;58.76727143;58.56771829;58.36816516;58.16861203;57.9690589;57.76950576;57.58378765;57.39663956;57.20940209;57.02216463;56.83492716;56.6476897;56.46045223
Países pobres muy endeudados (PPME);HPC;Área selvática (% del área de tierra);AG.LND.FRST.ZS;35.20346253;35.02979883;34.85613512;33.64632461;33.47928129;33.31223798;33.14519466;32.97815135;32.81110803;32.64406472;32.4770214;32.32782436;32.17862733;32.02943029;31.60995912;31.4619458;31.31402811;31.16601343;31.01814924;30.87016038;30.72102303;30.54835226;28.46793452;28.30341363;28.13890524;27.97425098;27.79660087;27.62412108;27.4527876;27.27873252;27.10779264;26.93475678;26.76308008
Croacia;HRV;Área selvática (% del área de tierra);AG.LND.FRST.ZS;;;33.21409408;33.27669469;33.3392953;33.4018959;33.42265095;33.48517328;33.58969773;33.65229834;33.71369295;33.77629131;33.83888968;33.86998785;33.93252805;33.99506826;34.05760846;34.12014867;34.18268887;34.24522908;34.30776928;34.31491673;34.32206418;34.32921164;34.33635909;34.34350654;34.38139161;34.51519548;34.55989565;34.60456722;34.65171551;34.69639028;34.74106505
Haití;HTI;Área selvática (% del área de tierra);AG.LND.FRST.ZS;13.89404935;13.88581277;13.8775762;13.86933962;13.86110305;13.85286647;13.8446299;13.83639332;13.82815675;13.81992017;13.8116836;13.80344702;13.79521045;13.78697388;13.7787373;13.77050073;13.76226415;13.75402758;13.745791;13.73755443;13.72931785;13.61661829;13.50391872;13.39121916;13.27851959;13.16582003;13.05297533;12.94013062;12.82728592;12.71444122;12.60159652;12.48875181;12.37590711
Hungría;HUN;Área selvática (% del área de tierra);AG.LND.FRST.ZS;20.18359853;20.30295983;20.42232113;20.5439684;20.66334298;20.78271756;20.90209214;21.03551225;21.15496659;21.27442094;21.43684445;21.57656773;21.71629101;21.85601428;21.99573756;22.13793103;22.2776699;22.41740877;22.55714764;22.46623219;22.60455098;22.63642991;22.66830885;22.70018778;22.55023011;22.58185404;22.55895244;22.5429542;22.5281613;22.51227263;22.49627438;22.48034955;22.46437541
Sólo BIRF;IBD;Área selvática (% del área de tierra);AG.LND.FRST.ZS;;;34.96083205;34.89357362;34.82684933;34.75921851;34.69027777;34.62082916;34.56444031;34.49197038;34.40124445;34.36350098;34.32616503;34.28465451;34.24640914;34.2068642;34.16775423;34.13056569;34.0934066;34.05712144;34.01948021;33.99417371;33.96885978;33.94384442;33.91843419;33.89311608;33.88705182;33.8494193;33.83326364;33.81495556;33.79964644;33.77459967;33.75809591
BIRF y la AIF;IBT;Área selvática (% del área de tierra);AG.LND.FRST.ZS;;;34.46892731;34.19243999;34.1085298;34.02140791;33.93331418;33.84484426;33.76603775;33.67532856;33.56720252;33.50611432;33.44530696;33.38150042;33.26771422;33.20538641;33.14439074;33.08374196;33.02329319;32.96339011;32.90228804;32.84323285;32.2110722;32.15206159;32.09314327;32.03252962;31.98751538;31.92032721;31.86896264;31.81494226;31.76346762;31.70493663;31.65202668
total de la AIF;IDA;Área selvática (% del área de tierra);AG.LND.FRST.ZS;34.16780046;34.01026819;32.85484822;32.0038383;31.86574915;31.71786887;31.5699886;31.42210832;31.27422803;31.12634775;30.96353229;30.82959466;30.69558317;30.56187406;30.23192012;30.09879512;29.96543068;29.83196673;29.69916455;29.5660149;29.43211027;29.26826249;27.29090449;27.13675852;26.98378712;26.82520706;26.67112226;26.52166932;26.37174468;26.21778882;26.06535652;25.91189055;25.75755106
mezcla de la AIF;IDB;Área selvática (% del área de tierra);AG.LND.FRST.ZS;37.3717054;37.28241127;34.30679592;34.2348315;34.16286708;34.09090266;34.01893827;33.94697385;33.87500941;33.80304499;33.65327849;33.57889284;33.50411044;33.42957619;33.35496801;33.28021372;33.20542306;33.12967044;33.05501191;32.98038883;32.90598774;32.833689;32.76085833;32.68804167;32.61514632;32.50810531;32.43717514;32.37499632;32.30592359;32.23068193;32.15455076;32.07906492;32.00360809
Indonesia;IDN;Área selvática (% del área de tierra);AG.LND.FRST.ZS;65.43771425;64.48467352;63.53163278;62.57859205;61.62555132;60.67251058;59.71946985;58.76642912;57.81338839;56.86034765;53.94352867;53.85720198;53.77087529;53.6845486;53.59822191;53.51189522;53.42556853;53.33924184;53.25291515;53.16658846;53.08026177;52.58691923;52.09357668;51.60023414;51.10689159;50.61354905;50.74345453;50.03933382;49.71681778;49.39429641;49.07178037;48.36194487;48.04199007
Sólo AIF;IDX;Área selvática (% del área de tierra);AG.LND.FRST.ZS;33.36944178;33.19494886;32.46373359;31.43949535;31.2844568;31.11736579;30.95027479;30.78318377;30.61609277;30.44900176;30.28132387;30.13229011;29.98325634;29.83453647;29.44620817;29.29839802;29.15030438;29.00230184;28.85486301;28.70699377;28.55815939;28.37131158;26.08096022;25.9088209;25.73806331;25.5667156;25.39420216;25.22541704;25.05758327;24.88620532;24.71684284;24.54610668;24.37440165
Isla de Man;IMN;Área selvática (% del área de tierra);AG.LND.FRST.ZS;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439;6.070175439
India;IND;Área selvática (% del área de tierra);AG.LND.FRST.ZS;21.50484833;21.627713;21.75057766;21.87344233;21.996307;22.11917166;22.24203633;22.364901;22.48776567;22.61063033;22.733495;22.7975676;22.86164019;22.92571279;22.98978538;23.05385798;23.11793057;23.18200317;23.24607576;23.31014836;23.37422095;23.46382169;23.55342242;23.64302315;23.73262388;23.82222461;23.91182535;24.00142608;24.09102681;24.18062754;24.27022827;24.35982901;24.44942974
No clasificado;INX;Área selvática (% del área de tierra);AG.LND.FRST.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Irlanda;IRL;Área selvática (% del área de tierra);AG.LND.FRST.ZS;6.701117724;6.946029903;7.190942082;7.43585426;7.680766439;7.925678618;8.170590797;8.415502976;8.660415155;8.905327333;9.150239512;9.280911598;9.411583684;9.54225577;9.672927856;9.803599942;9.934272028;10.06494411;10.1956162;10.32628829;10.45696037;10.55651038;10.65606039;10.75561039;10.8551604;10.95471041;11.06619248;11.17752939;11.23559297;11.29365655;11.35172013;11.40978371;11.46784729
Irán; República Islámica del;IRN;Área selvática (% del área de tierra);;5.572374076;5.587698617;5.603023159;5.6183477;5.633672241;5.648996783;5.664321324;5.679645866;5.694970407;5.710294948;5.72561949;5.809506619;5.893393747;5.977280876;6.061168005;6.145055134;6.228942263;6.312829392;6.396716521;6.480603649;6.564490778;6.564490778;6.564490778;6.564490778;6.564490778;6.564490778;6.570691815;6.601288136;6.611420647;6.621553159;6.626730354;6.635211094
Iraq;IRQ;Área selvática (% del área de tierra);AG.LND.FRST.ZS;1.838260512;1.841461463;1.844662414;1.847863365;1.851064316;1.854265267;1.857466219;1.86066717;1.863868121;1.867069072;1.870270023;1.871870499;1.873470974;1.87507145;1.876671925;1.878272401;1.879872877;1.881473352;1.883073828;1.897909376;1.89952109;1.89952109;1.89952109;1.900361184;1.900361184;1.900361184;1.900361184;1.900361184;1.900361184;1.900361184;1.900361184;1.900361184;1.900361184
Islandia;ISL;Área selvática (% del área de tierra);AG.LND.FRST.ZS;0.170274314;0.183002494;0.195730673;0.208458853;0.221187032;0.233915212;0.246643392;0.259371571;0.272099751;0.28482793;0.29755611;0.312359102;0.327162095;0.341965087;0.35676808;0.371571072;0.386374065;0.401177057;0.41598005;0.430783042;0.445586035;0.452548628;0.459511222;0.466473815;0.473436409;0.480399002;0.485386534;0.492568579;0.496280869;0.502727363;0.509273034;0.515719528;0.522265199
Israel;ISR;Área selvática (% del área de tierra);AG.LND.FRST.ZS;6.099815157;6.196857671;6.293900185;6.390942699;6.487985213;6.585027726;6.68207024;6.779112754;6.876155268;6.973197782;7.070240296;7.074861368;7.07948244;7.084103512;7.088724584;7.093345656;7.097966728;7.1025878;7.107208872;7.111829945;7.116451017;7.218114603;7.319778189;7.421441774;7.52310536;7.624768946;6.469500924;6.469500924;6.469500924;6.469500924;6.469500924;6.469500924;
Italia;ITA;Área selvática (% del área de tierra);AG.LND.FRST.ZS;25.80582095;26.07085784;26.33589473;26.60093162;26.86596852;27.13100541;27.3960423;27.66107919;27.92611608;28.19115297;28.30145612;28.52423255;28.74700897;28.9697854;29.19256183;29.41533826;29.63811469;29.86089112;30.08366755;30.30644398;30.52922041;30.71117754;30.89313468;31.07509181;31.25704895;31.43900608;31.62096998;31.80293388;31.98489777;32.16697045;32.34893496;32.53089947;32.71253212
Jamaica;JAM;Área selvática (% del área de tierra);AG.LND.FRST.ZS;48.13296399;48.13037858;48.12779317;48.12520776;48.12262235;48.12003693;48.11745152;48.11486611;48.1122807;48.10969529;48.10710988;48.45290859;48.79870729;49.144506;49.49030471;49.83610342;50.18190212;50.52770083;50.87349954;51.21929825;51.56509695;51.91615882;52.26722068;52.61828255;52.96934441;53.32040628;53.67867036;54.0378578;54.39704524;54.75530933;55.11449677;55.47306556;55.83204986
Jordania;JOR;Área selvática (% del área de tierra);AG.LND.FRST.ZS;1.10494107;1.10494107;1.10494107;1.10494107;1.10494107;1.10494107;1.10494107;1.10494107;1.10494107;1.10494107;1.10494107;1.10494107;1.10494107;1.10494107;1.10494107;1.10494107;1.10494107;1.10494107;1.10494107;1.09822032;1.09822032;1.09822032;1.09822032;1.09822032;1.09822032;1.09822032;1.09822032;1.09822032;1.09822032;1.098047165;1.098047165;1.098047165;1.098047165
